"phenotype","description","icd10_only","groupnum","group","color"
"RE_484.4","Interstitial emphysema [Pneumomediastinum]",0,9,"Respiratory","#FFC0CB"
"RE_486","Other respiratory disorders",0,9,"Respiratory","#FFC0CB"
"RE_486.3","Mediastinitis",0,9,"Respiratory","#FFC0CB"
"RE_486.5","Acute chest syndrome",0,9,"Respiratory","#FFC0CB"
"RE_486.7","Compensatory emphysema",0,9,"Respiratory","#FFC0CB"
"RE_487","Hemorrhage from respiratory passages",0,9,"Respiratory","#FFC0CB"
"RE_487.1","Epistaxis",0,9,"Respiratory","#FFC0CB"
"RE_487.2","Hemorrhage from throat",0,9,"Respiratory","#FFC0CB"
"RE_487.3","Hemoptysis",0,9,"Respiratory","#FFC0CB"
"RE_488","Abnormalities of breathing",0,9,"Respiratory","#FFC0CB"
"RE_488.1","Dyspnea [Shortness of breath]",0,9,"Respiratory","#FFC0CB"
"RE_488.11","Orthopnea",0,9,"Respiratory","#FFC0CB"
"RE_488.2","Hyperventilation",0,9,"Respiratory","#FFC0CB"
"RE_488.3","Periodic breathing [Cheyne-Stokes]",0,9,"Respiratory","#FFC0CB"
"RE_488.4","Tachypnea",0,9,"Respiratory","#FFC0CB"
"RE_488.5","Stridor",0,9,"Respiratory","#FFC0CB"
"RE_488.6","Wheezing",0,9,"Respiratory","#FFC0CB"
"RE_488.7","Apnea",0,9,"Respiratory","#FFC0CB"
"RE_488.8","Obesity hypoventilation syndrome [OHS]",0,9,"Respiratory","#FFC0CB"
"RE_488.9","Snoring*",1,9,"Respiratory","#FFC0CB"
"RE_489","Disorders of diaphragm",0,9,"Respiratory","#FFC0CB"
"RE_489.1","Hiccough",0,9,"Respiratory","#FFC0CB"
"RE_491","Pleurisy",0,9,"Respiratory","#FFC0CB"
"RE_492","Tracheoesophageal fistula",0,9,"Respiratory","#FFC0CB"
"RE_494","Voice disturbance",0,9,"Respiratory","#FFC0CB"
"RE_494.1","Dysphonia",0,9,"Respiratory","#FFC0CB"
"RE_494.2","Aphonia",0,9,"Respiratory","#FFC0CB"
"RE_494.3","Hypernasality",0,9,"Respiratory","#FFC0CB"
"RE_494.4","Hyponasality",0,9,"Respiratory","#FFC0CB"
"RE_495","Abnormal findings on diagnostic imaging of lung",0,9,"Respiratory","#FFC0CB"
"RE_495.1","Solitary pulmonary nodule",0,9,"Respiratory","#FFC0CB"
"RE_496","Abnormal results of pulmonary function studies",0,9,"Respiratory","#FFC0CB"
"RE_497","Respiratory arrest",0,9,"Respiratory","#FFC0CB"
"RE_498","Asphyxia and hypoxemia",0,9,"Respiratory","#FFC0CB"
"RE_498.1","Hypoxemia",0,9,"Respiratory","#FFC0CB"
"RE_498.2","Cyanosis",0,9,"Respiratory","#FFC0CB"
"RE_499","Other symptoms and disorders of the respiratory system",0,9,"Respiratory","#FFC0CB"
"RE_499.1","Cough",0,9,"Respiratory","#FFC0CB"
"RE_499.11","Acute cough*",1,9,"Respiratory","#FFC0CB"
"RE_499.12","Chronic cough*",1,9,"Respiratory","#FFC0CB"
"RE_499.2","Abnormal sputum",0,9,"Respiratory","#FFC0CB"
"RE_499.3","Bronchospasm",0,9,"Respiratory","#FFC0CB"
"RE_499.4","Throat pain",0,9,"Respiratory","#FFC0CB"
"GI_500","Disorders of tooth develoment",0,10,"Gastrointestinal","#FFD700"
"GI_500.1","Anodontia",0,10,"Gastrointestinal","#FFD700"
"GI_500.2","Abnormalities of size and form of teeth",0,10,"Gastrointestinal","#FFD700"
"GI_500.3","Supernumerary teeth",0,10,"Gastrointestinal","#FFD700"
"GI_500.4","Disturbances in tooth eruption",0,10,"Gastrointestinal","#FFD700"
"GI_500.41","Impacted teeth*",1,10,"Gastrointestinal","#FFD700"
"GI_500.6","Ankylosis of teeth",0,10,"Gastrointestinal","#FFD700"
"GI_502","Diseases of teeth and supporting structures",0,10,"Gastrointestinal","#FFD700"
"GI_502.1","Diseases of hard tissues of teeth",0,10,"Gastrointestinal","#FFD700"
"GI_502.11","Dental caries",0,10,"Gastrointestinal","#FFD700"
"GI_502.12","Dental abrasion and erosion",0,10,"Gastrointestinal","#FFD700"
"GI_502.13","Cracked tooth",0,10,"Gastrointestinal","#FFD700"
"GI_502.14","Deposits [accretions] on teeth",0,10,"Gastrointestinal","#FFD700"
"GI_502.15","Pathological resorption of teeth",0,10,"Gastrointestinal","#FFD700"
"GI_502.16","Loss of teeth and edentulism",0,10,"Gastrointestinal","#FFD700"
"GI_502.17","Hypercementosis",0,10,"Gastrointestinal","#FFD700"
"GI_502.2","Atrophy of edentulous alveolar ridge",0,10,"Gastrointestinal","#FFD700"
"GI_502.3","Diseases of pulp and periapical tissues",0,10,"Gastrointestinal","#FFD700"
"GI_502.31","Pulpitis",0,10,"Gastrointestinal","#FFD700"
"GI_502.32","Periapical abscess",0,10,"Gastrointestinal","#FFD700"
"GI_504","Periodontal diseases",0,10,"Gastrointestinal","#FFD700"
"GI_504.1","Gingivitis",0,10,"Gastrointestinal","#FFD700"
"GI_504.2","Gingival recession",0,10,"Gastrointestinal","#FFD700"
"GI_504.3","Periodontitis",0,10,"Gastrointestinal","#FFD700"
"GI_504.31","Aggressive periodontitis",0,10,"Gastrointestinal","#FFD700"
"GI_504.4","Gingival enlargement*",1,10,"Gastrointestinal","#FFD700"
"GI_505","Oral cysts",0,10,"Gastrointestinal","#FFD700"
"GI_505.1","Odontogenic cysts",0,10,"Gastrointestinal","#FFD700"
"GI_506","Diseases of salivary glands",0,10,"Gastrointestinal","#FFD700"
"GI_506.1","Atrophy of salivary gland",0,10,"Gastrointestinal","#FFD700"
"GI_506.2","Hypertrophy of salivary gland",0,10,"Gastrointestinal","#FFD700"
"GI_506.3","Sialoadenitis",0,10,"Gastrointestinal","#FFD700"
"GI_506.4","Sialolithiasis",0,10,"Gastrointestinal","#FFD700"
"GI_506.5","Disturbances of salivary secretion",0,10,"Gastrointestinal","#FFD700"
"GI_506.51","Dry mouth*",1,10,"Gastrointestinal","#FFD700"
"GI_506.6","Mucocele of salivary gland",0,10,"Gastrointestinal","#FFD700"
"GI_507","Lesions of mouth",0,10,"Gastrointestinal","#FFD700"
"GI_507.1","Stomatitis",0,10,"Gastrointestinal","#FFD700"
"GI_507.11","Recurrent oral aphthae [Recurrent aphthous stomatitis]",0,10,"Gastrointestinal","#FFD700"
"GI_507.2","Cellulitis and abscess of mouth",0,10,"Gastrointestinal","#FFD700"
"GI_507.3","Oral leukoplakia",0,10,"Gastrointestinal","#FFD700"
"GI_507.31","Hairy leukoplakia*",1,10,"Gastrointestinal","#FFD700"
"GI_507.5","Oral submucosal fibrosis",0,10,"Gastrointestinal","#FFD700"
"GI_508","Diseases of lips",0,10,"Gastrointestinal","#FFD700"
"GI_509","Diseases of tongue",0,10,"Gastrointestinal","#FFD700"
"GI_509.1","Glossitis",0,10,"Gastrointestinal","#FFD700"
"GI_509.11","Glossodynia",0,10,"Gastrointestinal","#FFD700"
"GI_509.12","Geographic tongue",0,10,"Gastrointestinal","#FFD700"
"GI_509.3","Hypertrophy of tongue papillae",0,10,"Gastrointestinal","#FFD700"
"GI_509.4","Atrophy of tongue papillae",0,10,"Gastrointestinal","#FFD700"
"GI_509.5","Plicated tongue",0,10,"Gastrointestinal","#FFD700"
"GI_510","Diseases of esophagus",0,10,"Gastrointestinal","#FFD700"
"GI_510.1","Achalasia of cardia",0,10,"Gastrointestinal","#FFD700"
"GI_510.2","Esophagitis",0,10,"Gastrointestinal","#FFD700"
"GI_510.4","Perforation of esophagus",0,10,"Gastrointestinal","#FFD700"
"GI_510.5","Dyskinesia of esophagus",0,10,"Gastrointestinal","#FFD700"
"GI_510.6","Diverticulum of esophagus",0,10,"Gastrointestinal","#FFD700"
"GI_510.7","Gastroesophageal laceration-hemorrhage syndrome [Mallory-Weiss tear]",0,10,"Gastrointestinal","#FFD700"
"GI_510.8","Barrett's esophagus",0,10,"Gastrointestinal","#FFD700"
"GI_511","Gastro-esophageal reflux disease [GERD]",0,10,"Gastrointestinal","#FFD700"
"GI_512","Aphagia and dysphagia",0,10,"Gastrointestinal","#FFD700"
"GI_513","Peptic ulcer",0,10,"Gastrointestinal","#FFD700"
"GI_513.1","Esophageal ulcer",0,10,"Gastrointestinal","#FFD700"
"GI_513.2","Gastric ulcer",0,10,"Gastrointestinal","#FFD700"
"GI_513.3","Duodenal ulcer",0,10,"Gastrointestinal","#FFD700"
"GI_513.4","Gastrojejunal ulcer",0,10,"Gastrointestinal","#FFD700"
"GI_514","Gastrointestinal obstruction",0,10,"Gastrointestinal","#FFD700"
"GI_514.1","Esophageal obstruction (Stricture and stenosis of esophagus)",0,10,"Gastrointestinal","#FFD700"
"GI_514.2","Intestinal obstruction",0,10,"Gastrointestinal","#FFD700"
"GI_514.21","Impaction of intestine",0,10,"Gastrointestinal","#FFD700"
"GI_514.3","Ileus",0,10,"Gastrointestinal","#FFD700"
"GI_514.31","Paralytic ileus",0,10,"Gastrointestinal","#FFD700"
"GI_515","Heartburn",0,10,"Gastrointestinal","#FFD700"
"GI_516","Other diseases of stomach and duodenum",0,10,"Gastrointestinal","#FFD700"
"GI_516.1","Pyloric stenosis",0,10,"Gastrointestinal","#FFD700"
"GI_516.3","Fistula of stomach and duodenum",0,10,"Gastrointestinal","#FFD700"
"GI_516.4","Gastroparesis",0,10,"Gastrointestinal","#FFD700"
"GI_516.5","Acute dilatation of stomach",0,10,"Gastrointestinal","#FFD700"
"GI_516.6","Achlorhydria",0,10,"Gastrointestinal","#FFD700"
"GI_517","Vascular disorders of intestine",0,10,"Gastrointestinal","#FFD700"
"GI_517.1","Acute vascular insufficiency of intestine",0,10,"Gastrointestinal","#FFD700"
"GI_517.2","Chronic vascular insufficiency of intestine",0,10,"Gastrointestinal","#FFD700"
"GI_517.3","Necrotizing enterocolitis [NEC]",0,10,"Gastrointestinal","#FFD700"
"GI_517.4","Gastrointestinal angiodysplasia",0,10,"Gastrointestinal","#FFD700"
"GI_518","Appendicitis",0,10,"Gastrointestinal","#FFD700"
"GI_520","Hernia",0,10,"Gastrointestinal","#FFD700"
"GI_520.1","Hernia of the abdominal wall",0,10,"Gastrointestinal","#FFD700"
"GI_520.11","Inguinal hernia",0,10,"Gastrointestinal","#FFD700"
"GI_520.12","Femoral hernia",0,10,"Gastrointestinal","#FFD700"
"GI_520.13","Umbilical hernia",0,10,"Gastrointestinal","#FFD700"
"GI_520.14","Ventral hernia",0,10,"Gastrointestinal","#FFD700"
"GI_520.2","Diaphragmatic hernia",0,10,"Gastrointestinal","#FFD700"
"GI_522","Gastrointestinal inflammation",0,10,"Gastrointestinal","#FFD700"
"GI_522.1","Inflammatory bowel disease",0,10,"Gastrointestinal","#FFD700"
"GI_522.11","Crohn's disease",0,10,"Gastrointestinal","#FFD700"
"GI_522.12","Ulcerative colitis",0,10,"Gastrointestinal","#FFD700"
"GI_522.13","Inflammatory polyps of colon [Pseudopolyposis of colon]",0,10,"Gastrointestinal","#FFD700"
"GI_522.14","Microscopic colitis*",1,10,"Gastrointestinal","#FFD700"
"GI_522.4","Toxic gastroenteritis and colitis",0,10,"Gastrointestinal","#FFD700"
"GI_522.5","Allergic and dietetic gastroenteritis and colitis",0,10,"Gastrointestinal","#FFD700"
"GI_522.6","Eosinophilic gastroenteritis and colitis",0,10,"Gastrointestinal","#FFD700"
"GI_522.61","Eosinophilic esophagitis",0,10,"Gastrointestinal","#FFD700"
"GI_522.62","Eosinophilic gastroenteritis",0,10,"Gastrointestinal","#FFD700"
"GI_522.63","Eosinophilic colitis",0,10,"Gastrointestinal","#FFD700"
"GI_522.7","Ulceration of the lower GI tract",0,10,"Gastrointestinal","#FFD700"
"GI_522.8","Duodenitis",0,10,"Gastrointestinal","#FFD700"
"GI_522.9","Gastritis",0,10,"Gastrointestinal","#FFD700"
"GI_522.91","Acute gastritis",0,10,"Gastrointestinal","#FFD700"
"GI_522.92","Atrophic gastritis",0,10,"Gastrointestinal","#FFD700"
"GI_523","Diverticular disease [Bowel diverticulosis]",0,10,"Gastrointestinal","#FFD700"
"GI_523.1","Diverticula of small intestine",0,10,"Gastrointestinal","#FFD700"
"GI_523.2","Diverticula of colon",0,10,"Gastrointestinal","#FFD700"
"GI_523.3","Gastric diverticulum",0,10,"Gastrointestinal","#FFD700"
"GI_523.4","Diverticulitis",0,10,"Gastrointestinal","#FFD700"
"GI_524","Functional intestinal disorder",0,10,"Gastrointestinal","#FFD700"
"GI_524.1","Irritable bowel syndrome",0,10,"Gastrointestinal","#FFD700"
"GI_524.2","Neurogenic bowel",0,10,"Gastrointestinal","#FFD700"
"GI_524.3","Megacolon (other than Hirschsprung's)",0,10,"Gastrointestinal","#FFD700"
"GI_525","Intestinal malabsorption",0,10,"Gastrointestinal","#FFD700"
"GI_525.1","Celiac disease",0,10,"Gastrointestinal","#FFD700"
"GI_525.2","Pancreatic steatorrhea",0,10,"Gastrointestinal","#FFD700"
"GI_526","Intestinal infection",0,10,"Gastrointestinal","#FFD700"
"GI_526.1","Bacterial enteritis",0,10,"Gastrointestinal","#FFD700"
"GI_526.11","Intestinal e.coli",0,10,"Gastrointestinal","#FFD700"
"GI_526.12","Intestinal infection due to C. difficile",0,10,"Gastrointestinal","#FFD700"
"GI_526.2","Viral enteritis",0,10,"Gastrointestinal","#FFD700"
"GI_526.3","Intestinal infection due to protozoa",0,10,"Gastrointestinal","#FFD700"
"GI_527","Abdominal pain",0,10,"Gastrointestinal","#FFD700"
"GI_527.1","Abdominal migraine*",1,10,"Gastrointestinal","#FFD700"
"GI_527.2","Abdominal tenderness",0,10,"Gastrointestinal","#FFD700"
"GI_527.3","Functional dyspepsia",0,10,"Gastrointestinal","#FFD700"
"GI_527.4","Colic",0,10,"Gastrointestinal","#FFD700"
"GI_528","Nausea and vomiting",0,10,"Gastrointestinal","#FFD700"
"GI_528.1","Nausea",0,10,"Gastrointestinal","#FFD700"
"GI_528.2","Vomiting",0,10,"Gastrointestinal","#FFD700"
"GI_529","Symptoms involving digestive system",0,10,"Gastrointestinal","#FFD700"
"GI_529.1","Diarrhea",0,10,"Gastrointestinal","#FFD700"
"GI_529.2","Flatulence, eructation, and gas pain",0,10,"Gastrointestinal","#FFD700"
"GI_529.4","Abnormal bowel sounds and visible peristalsis",0,10,"Gastrointestinal","#FFD700"
"GI_529.5","Constipation",0,10,"Gastrointestinal","#FFD700"
"GI_529.6","Halitosis*",1,10,"Gastrointestinal","#FFD700"
"GI_529.7","Fecal incontinence and encopresis",0,10,"Gastrointestinal","#FFD700"
"GI_530","Disease of anus and rectum",0,10,"Gastrointestinal","#FFD700"
"GI_530.1","Anal fissure",0,10,"Gastrointestinal","#FFD700"
"GI_530.2","Anorectal abscess",0,10,"Gastrointestinal","#FFD700"
"GI_530.3","Rectal prolapse",0,10,"Gastrointestinal","#FFD700"
"GI_530.4","Stenosis of anus and rectum",0,10,"Gastrointestinal","#FFD700"
"GI_530.5","Dysplasia of anus",0,10,"Gastrointestinal","#FFD700"
"GI_532","Other disorders of the intestines",0,10,"Gastrointestinal","#FFD700"
"GI_532.1","Intestinal fistula",0,10,"Gastrointestinal","#FFD700"
"GI_532.2","Intestinal perforation",0,10,"Gastrointestinal","#FFD700"
"GI_532.3","Intussusception",0,10,"Gastrointestinal","#FFD700"
"GI_532.4","Volvulus",0,10,"Gastrointestinal","#FFD700"
"GI_535","Intestinal or peritoneal adhesions",0,10,"Gastrointestinal","#FFD700"
"GI_537","Abnormality of the peritoneum",0,10,"Gastrointestinal","#FFD700"
"GI_537.1","Peritonitis",0,10,"Gastrointestinal","#FFD700"
"GI_537.2","Hemoperitoneum",0,10,"Gastrointestinal","#FFD700"
"GI_537.3","Peritoneal abscess",0,10,"Gastrointestinal","#FFD700"
"GI_540","Hepatitis",0,10,"Gastrointestinal","#FFD700"
"GI_540.1","Chronic hepatitis",0,10,"Gastrointestinal","#FFD700"
"GI_540.11","Autoimmune hepatitis",0,10,"Gastrointestinal","#FFD700"
"GI_540.2","Acute hepatitis",0,10,"Gastrointestinal","#FFD700"
"GI_540.3","Viral hepatitits",0,10,"Gastrointestinal","#FFD700"
"GI_540.4","Alcoholic hepatitis",0,10,"Gastrointestinal","#FFD700"
"GI_542","Chronic liver disease",0,10,"Gastrointestinal","#FFD700"
"GI_542.1","Fibrosis and cirrhosis of liver",0,10,"Gastrointestinal","#FFD700"
"GI_542.11","Cirrhosis of liver",0,10,"Gastrointestinal","#FFD700"
"GI_542.2","Fatty liver disease (FLD)",0,10,"Gastrointestinal","#FFD700"
"GI_542.3","Hepatic failure",0,10,"Gastrointestinal","#FFD700"
"GI_542.4","Portal hypertension",0,10,"Gastrointestinal","#FFD700"
"GI_542.5","Hepatorenal syndrome",0,10,"Gastrointestinal","#FFD700"
"GI_542.6","Hepatopulmonary syndrome",0,10,"Gastrointestinal","#FFD700"
"GI_542.7","Chronic nonalcoholic liver disease",0,10,"Gastrointestinal","#FFD700"
"GI_542.8","Biliary cirrhosis",0,10,"Gastrointestinal","#FFD700"
"GI_542.81","Primary biliary cirrhosis*",1,10,"Gastrointestinal","#FFD700"
"GI_542.9","Hepatic necrosis",0,10,"Gastrointestinal","#FFD700"
"GI_545","Nonspecific abnormal results of function study of liver",0,10,"Gastrointestinal","#FFD700"
"GI_546","Other disorders of liver",0,10,"Gastrointestinal","#FFD700"
"GI_546.2","Abscess of liver",0,10,"Gastrointestinal","#FFD700"
"GI_546.3","Hepatomegaly",0,10,"Gastrointestinal","#FFD700"
"GI_546.31","Hepatosplenomegaly*",1,10,"Gastrointestinal","#FFD700"
"GI_546.4","Chronic passive congestion of liver",0,10,"Gastrointestinal","#FFD700"
"GI_546.5","Peliosis hepatis*",1,10,"Gastrointestinal","#FFD700"
"GI_550","Disorders of the gallbladder",0,10,"Gastrointestinal","#FFD700"
"GI_550.1","Gallstones [Cholelithiasis]",0,10,"Gastrointestinal","#FFD700"
"GI_550.2","Cholecystitis",0,10,"Gastrointestinal","#FFD700"
"GI_550.21","Acute cholecystitis",0,10,"Gastrointestinal","#FFD700"
"GI_550.22","Chronic cholecystitis",0,10,"Gastrointestinal","#FFD700"
"GI_550.3","Gallbladder perforation",0,10,"Gastrointestinal","#FFD700"
"GI_550.4","Cholesterolosis of gallbladder",0,10,"Gastrointestinal","#FFD700"
"GI_552","Other diseases of biliary tract",0,10,"Gastrointestinal","#FFD700"
"GI_552.1","Cholangitis",0,10,"Gastrointestinal","#FFD700"
"GI_552.11","Primary sclerosing cholangitis*",1,10,"Gastrointestinal","#FFD700"
"GI_552.2","Obstruction of bile duct",0,10,"Gastrointestinal","#FFD700"
"GI_554","Diseases of the pancreas",0,10,"Gastrointestinal","#FFD700"
"GI_554.1","Pancreatitis",0,10,"Gastrointestinal","#FFD700"
"GI_554.11","Acute pancreatitis",0,10,"Gastrointestinal","#FFD700"
"GI_554.12","Chronic pancreatitis",0,10,"Gastrointestinal","#FFD700"
"GI_554.2","Cyst and pseudocyst of pancreas",0,10,"Gastrointestinal","#FFD700"
"GI_554.3","Exocrine pancreatic insufficiency*",1,10,"Gastrointestinal","#FFD700"
"GI_555","Ascites",0,10,"Gastrointestinal","#FFD700"
"GI_556","Other digestive system symptoms and diseases",0,10,"Gastrointestinal","#FFD700"
"GI_556.3","Abdominal or pelvic swelling, mass, or lump",0,10,"Gastrointestinal","#FFD700"
"GI_556.4","Abdominal rigidity",0,10,"Gastrointestinal","#FFD700"
"GI_556.8","Nonspecific abnormal findings in stool contents",0,10,"Gastrointestinal","#FFD700"
"GI_557","Gastrointestinal hemorrhage",0,10,"Gastrointestinal","#FFD700"
"GI_557.1","Hematemesis",0,10,"Gastrointestinal","#FFD700"
"GI_557.2","Blood in stool",0,10,"Gastrointestinal","#FFD700"
"GI_557.8","Hemorrhage of rectum and anus",0,10,"Gastrointestinal","#FFD700"
"GI_558","Abnormal findings on diagnostic imaging of the digestive tract",0,10,"Gastrointestinal","#FFD700"
"GU_580","Glomerular diseases",0,11,"Genitourinary","#808080"
"GU_580.1","Acute nephritic syndrome",0,11,"Genitourinary","#808080"
"GU_580.2","Chronic nephritic syndrome",0,11,"Genitourinary","#808080"
"GU_580.5","Morphologic lesions in glomerular diseases",0,11,"Genitourinary","#808080"
"GU_580.51","Focal and segmental glomerular lesions*",1,11,"Genitourinary","#808080"
"GU_580.52","Diffuse membranous glomerulonephritis",0,11,"Genitourinary","#808080"
"GU_580.53","Diffuse mesangial proliferative glomerulonephritis*",1,11,"Genitourinary","#808080"
"GU_580.54","Diffuse endocapillary proliferative glomerulonephritis*",1,11,"Genitourinary","#808080"
"GU_580.55","Diffuse mesangiocapillary glomerulonephritis*",1,11,"Genitourinary","#808080"
"GU_580.56","Dense deposit disease*",1,11,"Genitourinary","#808080"
"GU_580.57","Diffuse crescentic glomerulonephritis*",1,11,"Genitourinary","#808080"
"GU_580.58","C3 glomerulonephritis*",1,11,"Genitourinary","#808080"
"GU_581","Renal tubulo-interstitial diseases",0,11,"Genitourinary","#808080"
"GU_581.1","Acute pyelonephritis",0,11,"Genitourinary","#808080"
"GU_581.13","Renal and perinephric abscess",0,11,"Genitourinary","#808080"
"GU_581.3","Obstructive and reflux uropathy",0,11,"Genitourinary","#808080"
"GU_581.31","Hydronephrosis",0,11,"Genitourinary","#808080"
"GU_581.32","Hydroureter",0,11,"Genitourinary","#808080"
"GU_581.33","Stricture or kinking of ureter",0,11,"Genitourinary","#808080"
"GU_581.34","Vesicoureteral reflux",0,11,"Genitourinary","#808080"
"GU_581.35","Chronic pyelonephritis",0,11,"Genitourinary","#808080"
"GU_581.4","Drug & heavy metal induced*",1,11,"Genitourinary","#808080"
"GU_581.5","Interstial nephritis related to specific systemic diseases",0,11,"Genitourinary","#808080"
"GU_582","Renal failure",0,11,"Genitourinary","#808080"
"GU_582.1","Acute kidney failure",0,11,"Genitourinary","#808080"
"GU_582.2","Chronic kidney disease",0,11,"Genitourinary","#808080"
"GU_582.21","End stage renal disease [CDK, stage 5]",0,11,"Genitourinary","#808080"
"GU_582.3","Renal dialysis",0,11,"Genitourinary","#808080"
"GU_585","Kidney stone disease",0,11,"Genitourinary","#808080"
"GU_585.1","Renal colic",0,11,"Genitourinary","#808080"
"GU_586","Other disorders of the kidney and ureters",0,11,"Genitourinary","#808080"
"GU_586.1","Small kidney",0,11,"Genitourinary","#808080"
"GU_586.2","Cyst of kidney",0,11,"Genitourinary","#808080"
"GU_586.3","Ischemia and infarction of kidney",0,11,"Genitourinary","#808080"
"GU_586.4","Hypertrophy of kidney",0,11,"Genitourinary","#808080"
"GU_586.5","Renal sclerosis, unspecified",0,11,"Genitourinary","#808080"
"GU_586.6","Nephroptosis",0,11,"Genitourinary","#808080"
"GU_586.7","Megaloureter*",1,11,"Genitourinary","#808080"
"GU_588","Disorders and findings from impaired renal function",0,11,"Genitourinary","#808080"
"GU_588.1","Disorders resulting from impaired renal function",0,11,"Genitourinary","#808080"
"GU_588.11","Renal osteodystrophy",0,11,"Genitourinary","#808080"
"GU_588.12","Nephrogenic diabetes insipidus",0,11,"Genitourinary","#808080"
"GU_588.2","Abnormal results of function study of kidney",0,11,"Genitourinary","#808080"
"GU_591","Urinary tract infection [UTI]",0,11,"Genitourinary","#808080"
"GU_592","Cystitis and urethritis",0,11,"Genitourinary","#808080"
"GU_592.1","Cystitis",0,11,"Genitourinary","#808080"
"GU_592.11","Acute cystitis",0,11,"Genitourinary","#808080"
"GU_592.12","Chronic cystitis",0,11,"Genitourinary","#808080"
"GU_592.2","Urethritis",0,11,"Genitourinary","#808080"
"GU_592.21","Urethral syndrome",0,11,"Genitourinary","#808080"
"GU_592.3","Urethral stricture due to infecton",0,11,"Genitourinary","#808080"
"GU_593","Hematuria",0,11,"Genitourinary","#808080"
"GU_593.1","Gross hematuria",0,11,"Genitourinary","#808080"
"GU_593.2","Microscopic hematuria",0,11,"Genitourinary","#808080"
"GU_593.3","Recurrent and persistent hematuria*",1,11,"Genitourinary","#808080"
"GU_594","Abnormality of urination",0,11,"Genitourinary","#808080"
"GU_594.1","Retention of urine",0,11,"Genitourinary","#808080"
"GU_594.2","Dysuria",0,11,"Genitourinary","#808080"
"GU_594.3","Urinary incontinence and enuresis",0,11,"Genitourinary","#808080"
"GU_594.31","Urge incontinence",0,11,"Genitourinary","#808080"
"GU_594.32","Stress incontinence",0,11,"Genitourinary","#808080"
"GU_594.33","Nocturnal enuresis",0,11,"Genitourinary","#808080"
"GU_594.4","Frequency of urination and polyuria",0,11,"Genitourinary","#808080"
"GU_594.41","Nocturia",0,11,"Genitourinary","#808080"
"GU_594.5","Oliguria and anuria",0,11,"Genitourinary","#808080"
"GU_594.6","Urinary urgency",0,11,"Genitourinary","#808080"
"GU_596","Other disorders of bladder",0,11,"Genitourinary","#808080"
"GU_596.1","Bladder neck obstruction",0,11,"Genitourinary","#808080"
"GU_596.2","Overactive bladder",0,11,"Genitourinary","#808080"
"GU_596.3","Diverticulum of bladder",0,11,"Genitourinary","#808080"
"GU_596.4","Vesical fistula",0,11,"Genitourinary","#808080"
"GU_596.5","Neuromuscular dysfunction of bladder",0,11,"Genitourinary","#808080"
"GU_597","Other disorders of urethra and urinary tract",0,11,"Genitourinary","#808080"
"GU_597.1","Urethral stricture",0,11,"Genitourinary","#808080"
"GU_597.2","Muscular disorders of urethra [Detrusor sphincter dyssynergia]",0,11,"Genitourinary","#808080"
"GU_597.3","Urethral fistula",0,11,"Genitourinary","#808080"
"GU_597.4","Urethral diverticulum",0,11,"Genitourinary","#808080"
"GU_597.5","Urethral caruncle",0,11,"Genitourinary","#808080"
"GU_597.6","Urethral false passage",0,11,"Genitourinary","#808080"
"GU_597.8","Urethral hypermobility/ISD",0,11,"Genitourinary","#808080"
"GU_598","Abnormal findings on radiological and other examination of genitourinary organs",0,11,"Genitourinary","#808080"
"GU_599","Other symptoms/disorders or the urinary system",0,11,"Genitourinary","#808080"
"GU_599.7","Urethral discharge",0,11,"Genitourinary","#808080"
"GU_602","Disorders of prostate",0,11,"Genitourinary","#808080"
"GU_602.1","Benign prostatic hyperplasia",0,11,"Genitourinary","#808080"
"GU_602.2","Cyst of prostate",0,11,"Genitourinary","#808080"
"GU_602.3","Dysplasia of prostate",0,11,"Genitourinary","#808080"
"GU_602.4","Elevated prostate specific antigen [PSA]",0,11,"Genitourinary","#808080"
"GU_602.5","Inflammatory diseases of prostate",0,11,"Genitourinary","#808080"
"GU_602.51","Prostatitis",0,11,"Genitourinary","#808080"
"GU_602.511","Acute prostatitis",0,11,"Genitourinary","#808080"
"GU_602.512","Chronic prostatitis",0,11,"Genitourinary","#808080"
"GU_603","Disorders of testis",0,11,"Genitourinary","#808080"
"GU_603.1","Hydrocele",0,11,"Genitourinary","#808080"
"GU_603.2","Spermatocele",0,11,"Genitourinary","#808080"
"GU_603.3","Torsion of testis",0,11,"Genitourinary","#808080"
"GU_603.4","Atrophy of testis",0,11,"Genitourinary","#808080"
"GU_603.5","Orchitis and epididymitis",0,11,"Genitourinary","#808080"
"GU_603.6","Scrotal pain*",1,11,"Genitourinary","#808080"
"GU_604","Disorders of penis",0,11,"Genitourinary","#808080"
"GU_604.1","Redundant prepuce and phimosis",0,11,"Genitourinary","#808080"
"GU_604.3","Peyronie's disease",0,11,"Genitourinary","#808080"
"GU_604.4","Priapism",0,11,"Genitourinary","#808080"
"GU_604.5","Balanoposthitis",0,11,"Genitourinary","#808080"
"GU_605","Male sexual dysfuction",0,11,"Genitourinary","#808080"
"GU_605.1","Male erectile dysfunction*",1,11,"Genitourinary","#808080"
"GU_605.2","Ejaculatory dysfunction",0,11,"Genitourinary","#808080"
"GU_608","Other disorders of male genital organs",0,11,"Genitourinary","#808080"
"GU_609","Male infertility",0,11,"Genitourinary","#808080"
"GU_609.1","Azoospermia",0,11,"Genitourinary","#808080"
