"phecode","phecode_string","category_num","category","sex","icd10_only","leaf","phecode_num"
"GI_522.4","Toxic gastroenteritis and colitis",10,"Gastrointestinal","Both",0,1,522.4
"GI_522.5","Allergic and dietetic gastroenteritis and colitis",10,"Gastrointestinal","Both",0,1,522.5
"GI_522.6","Eosinophilic gastroenteritis and colitis",10,"Gastrointestinal","Both",0,0,522.6
"GI_522.61","Eosinophilic esophagitis",10,"Gastrointestinal","Both",0,1,522.61
"GI_522.62","Eosinophilic gastroenteritis",10,"Gastrointestinal","Both",0,1,522.62
"GI_522.63","Eosinophilic colitis",10,"Gastrointestinal","Both",0,1,522.63
"GI_522.7","Ulceration of the lower GI tract",10,"Gastrointestinal","Both",0,1,522.7
"GI_522.8","Duodenitis",10,"Gastrointestinal","Both",0,1,522.8
"GI_522.9","Gastritis",10,"Gastrointestinal","Both",0,0,522.9
"GI_522.91","Acute gastritis",10,"Gastrointestinal","Both",0,1,522.91
"GI_522.92","Atrophic gastritis",10,"Gastrointestinal","Both",0,1,522.92
"GI_523","Diverticular disease [Bowel diverticulosis]",10,"Gastrointestinal","Both",0,0,523
"GI_523.1","Diverticula of small intestine",10,"Gastrointestinal","Both",0,1,523.1
"GI_523.2","Diverticula of colon",10,"Gastrointestinal","Both",0,1,523.2
"GI_523.3","Gastric diverticulum",10,"Gastrointestinal","Both",0,1,523.3
"GI_523.4","Diverticulitis",10,"Gastrointestinal","Both",0,1,523.4
"GI_524","Functional intestinal disorder",10,"Gastrointestinal","Both",0,0,524
"GI_524.1","Irritable bowel syndrome",10,"Gastrointestinal","Both",0,1,524.1
"GI_524.2","Neurogenic bowel",10,"Gastrointestinal","Both",0,1,524.2
"GI_524.3","Megacolon (other than Hirschsprung's)",10,"Gastrointestinal","Both",0,1,524.3
"GI_525","Intestinal malabsorption",10,"Gastrointestinal","Both",0,0,525
"GI_525.1","Celiac disease",10,"Gastrointestinal","Both",0,1,525.1
"GI_525.2","Pancreatic steatorrhea",10,"Gastrointestinal","Both",0,1,525.2
"GI_526","Intestinal infection",10,"Gastrointestinal","Both",0,0,526
"GI_526.1","Bacterial enteritis",10,"Gastrointestinal","Both",0,0,526.1
"GI_526.11","Intestinal e.coli",10,"Gastrointestinal","Both",0,1,526.11
"GI_526.12","Intestinal infection due to C. difficile",10,"Gastrointestinal","Both",0,1,526.12
"GI_526.2","Viral enteritis",10,"Gastrointestinal","Both",0,1,526.2
"GI_526.3","Intestinal infection due to protozoa",10,"Gastrointestinal","Both",0,1,526.3
"GI_527","Abdominal pain",10,"Gastrointestinal","Both",0,0,527
"GI_527.1","Abdominal migraine*",10,"Gastrointestinal","Both",1,1,527.1
"GI_527.2","Abdominal tenderness",10,"Gastrointestinal","Both",0,1,527.2
"GI_527.3","Functional dyspepsia",10,"Gastrointestinal","Both",0,1,527.3
"GI_527.4","Colic",10,"Gastrointestinal","Both",0,1,527.4
"GI_528","Nausea and vomiting",10,"Gastrointestinal","Both",0,0,528
"GI_528.1","Nausea",10,"Gastrointestinal","Both",0,1,528.1
"GI_528.2","Vomiting",10,"Gastrointestinal","Both",0,1,528.2
"GI_529","Symptoms involving digestive system",10,"Gastrointestinal","Both",0,0,529
"GI_529.1","Diarrhea",10,"Gastrointestinal","Both",0,1,529.1
"GI_529.2","Flatulence, eructation, and gas pain",10,"Gastrointestinal","Both",0,1,529.2
"GI_529.4","Abnormal bowel sounds and visible peristalsis",10,"Gastrointestinal","Both",0,1,529.4
"GI_529.5","Constipation",10,"Gastrointestinal","Both",0,1,529.5
"GI_529.6","Halitosis*",10,"Gastrointestinal","Both",1,1,529.6
"GI_529.7","Fecal incontinence and encopresis",10,"Gastrointestinal","Both",0,1,529.7
"GI_530","Disease of anus and rectum",10,"Gastrointestinal","Both",0,0,530
"GI_530.1","Anal fissure",10,"Gastrointestinal","Both",0,1,530.1
"GI_530.2","Anorectal abscess",10,"Gastrointestinal","Both",0,1,530.2
"GI_530.3","Rectal prolapse",10,"Gastrointestinal","Both",0,1,530.3
"GI_530.4","Stenosis of anus and rectum",10,"Gastrointestinal","Both",0,1,530.4
"GI_530.5","Dysplasia of anus",10,"Gastrointestinal","Both",0,1,530.5
"GI_532","Other disorders of the intestines",10,"Gastrointestinal","Both",0,0,532
"GI_532.1","Intestinal fistula",10,"Gastrointestinal","Both",0,1,532.1
"GI_532.2","Intestinal perforation",10,"Gastrointestinal","Both",0,1,532.2
"GI_532.3","Intussusception",10,"Gastrointestinal","Both",0,1,532.3
"GI_532.4","Volvulus",10,"Gastrointestinal","Both",0,1,532.4
"GI_535","Intestinal or peritoneal adhesions",10,"Gastrointestinal","Both",0,1,535
"GI_537","Abnormality of the peritoneum",10,"Gastrointestinal","Both",0,0,537
"GI_537.1","Peritonitis",10,"Gastrointestinal","Both",0,1,537.1
"GI_537.2","Hemoperitoneum",10,"Gastrointestinal","Both",0,1,537.2
"GI_537.3","Peritoneal abscess",10,"Gastrointestinal","Both",0,1,537.3
"GI_540","Hepatitis",10,"Gastrointestinal","Both",0,0,540
"GI_540.1","Chronic hepatitis",10,"Gastrointestinal","Both",0,0,540.1
"GI_540.11","Autoimmune hepatitis",10,"Gastrointestinal","Both",0,1,540.11
"GI_540.2","Acute hepatitis",10,"Gastrointestinal","Both",0,1,540.2
"GI_540.3","Viral hepatitits",10,"Gastrointestinal","Both",0,1,540.3
"GI_540.4","Alcoholic hepatitis",10,"Gastrointestinal","Both",0,1,540.4
"GI_542","Chronic liver disease",10,"Gastrointestinal","Both",0,0,542
"GI_542.1","Fibrosis and cirrhosis of liver",10,"Gastrointestinal","Both",0,0,542.1
"GI_542.11","Cirrhosis of liver",10,"Gastrointestinal","Both",0,1,542.11
"GI_542.2","Fatty liver disease (FLD)",10,"Gastrointestinal","Both",0,1,542.2
"GI_542.3","Hepatic failure",10,"Gastrointestinal","Both",0,1,542.3
"GI_542.4","Portal hypertension",10,"Gastrointestinal","Both",0,1,542.4
"GI_542.5","Hepatorenal syndrome",10,"Gastrointestinal","Both",0,1,542.5
"GI_542.6","Hepatopulmonary syndrome",10,"Gastrointestinal","Both",0,1,542.6
"GI_542.7","Chronic nonalcoholic liver disease",10,"Gastrointestinal","Both",0,1,542.7
"GI_542.8","Biliary cirrhosis",10,"Gastrointestinal","Both",0,0,542.8
"GI_542.81","Primary biliary cirrhosis*",10,"Gastrointestinal","Both",1,1,542.81
"GI_542.9","Hepatic necrosis",10,"Gastrointestinal","Both",0,1,542.9
"GI_545","Nonspecific abnormal results of function study of liver",10,"Gastrointestinal","Both",0,1,545
"GI_546","Other disorders of liver",10,"Gastrointestinal","Both",0,0,546
"GI_546.2","Abscess of liver",10,"Gastrointestinal","Both",0,1,546.2
"GI_546.3","Hepatomegaly",10,"Gastrointestinal","Both",0,0,546.3
"GI_546.31","Hepatosplenomegaly*",10,"Gastrointestinal","Both",1,1,546.31
"GI_546.4","Chronic passive congestion of liver",10,"Gastrointestinal","Both",0,1,546.4
"GI_546.5","Peliosis hepatis*",10,"Gastrointestinal","Both",1,1,546.5
"GI_550","Disorders of the gallbladder",10,"Gastrointestinal","Both",0,0,550
"GI_550.1","Gallstones [Cholelithiasis]",10,"Gastrointestinal","Both",0,1,550.1
"GI_550.2","Cholecystitis",10,"Gastrointestinal","Both",0,0,550.2
"GI_550.21","Acute cholecystitis",10,"Gastrointestinal","Both",0,1,550.21
"GI_550.22","Chronic cholecystitis",10,"Gastrointestinal","Both",0,1,550.22
"GI_550.3","Gallbladder perforation",10,"Gastrointestinal","Both",0,1,550.3
"GI_550.4","Cholesterolosis of gallbladder",10,"Gastrointestinal","Both",0,1,550.4
"GI_552","Other diseases of biliary tract",10,"Gastrointestinal","Both",0,0,552
"GI_552.1","Cholangitis",10,"Gastrointestinal","Both",0,0,552.1
"GI_552.11","Primary sclerosing cholangitis*",10,"Gastrointestinal","Both",1,1,552.11
"GI_552.2","Obstruction of bile duct",10,"Gastrointestinal","Both",0,1,552.2
"GI_554","Diseases of the pancreas",10,"Gastrointestinal","Both",0,0,554
"GI_554.1","Pancreatitis",10,"Gastrointestinal","Both",0,0,554.1
"GI_554.11","Acute pancreatitis",10,"Gastrointestinal","Both",0,1,554.11
"GI_554.12","Chronic pancreatitis",10,"Gastrointestinal","Both",0,1,554.12
"GI_554.2","Cyst and pseudocyst of pancreas",10,"Gastrointestinal","Both",0,1,554.2
"GI_554.3","Exocrine pancreatic insufficiency*",10,"Gastrointestinal","Both",1,1,554.3
"GI_555","Ascites",10,"Gastrointestinal","Both",0,1,555
"GI_556","Other digestive system symptoms and diseases",10,"Gastrointestinal","Both",0,0,556
"GI_556.3","Abdominal or pelvic swelling, mass, or lump",10,"Gastrointestinal","Both",0,1,556.3
"GI_556.4","Abdominal rigidity",10,"Gastrointestinal","Both",0,1,556.4
"GI_556.8","Nonspecific abnormal findings in stool contents",10,"Gastrointestinal","Both",0,1,556.8
"GI_557","Gastrointestinal hemorrhage",10,"Gastrointestinal","Both",0,0,557
"GI_557.1","Hematemesis",10,"Gastrointestinal","Both",0,1,557.1
"GI_557.2","Blood in stool",10,"Gastrointestinal","Both",0,1,557.2
"GI_557.8","Hemorrhage of rectum and anus",10,"Gastrointestinal","Both",0,1,557.8
"GI_558","Abnormal findings on diagnostic imaging of the digestive tract",10,"Gastrointestinal","Both",0,1,558
"GU_580","Glomerular diseases",11,"Genitourinary","Both",0,0,580
"GU_580.1","Acute nephritic syndrome",11,"Genitourinary","Both",0,1,580.1
"GU_580.2","Chronic nephritic syndrome",11,"Genitourinary","Both",0,1,580.2
"GU_580.5","Morphologic lesions in glomerular diseases",11,"Genitourinary","Both",0,0,580.5
"GU_580.51","Focal and segmental glomerular lesions*",11,"Genitourinary","Both",1,1,580.51
"GU_580.52","Diffuse membranous glomerulonephritis",11,"Genitourinary","Both",0,1,580.52
"GU_580.53","Diffuse mesangial proliferative glomerulonephritis*",11,"Genitourinary","Both",1,1,580.53
"GU_580.54","Diffuse endocapillary proliferative glomerulonephritis*",11,"Genitourinary","Both",1,1,580.54
"GU_580.55","Diffuse mesangiocapillary glomerulonephritis*",11,"Genitourinary","Both",1,1,580.55
"GU_580.56","Dense deposit disease*",11,"Genitourinary","Both",1,1,580.56
"GU_580.57","Diffuse crescentic glomerulonephritis*",11,"Genitourinary","Both",1,1,580.57
"GU_580.58","C3 glomerulonephritis*",11,"Genitourinary","Both",1,1,580.58
"GU_581","Renal tubulo-interstitial diseases",11,"Genitourinary","Both",0,0,581
"GU_581.1","Acute pyelonephritis",11,"Genitourinary","Both",0,0,581.1
"GU_581.13","Renal and perinephric abscess",11,"Genitourinary","Both",0,1,581.13
"GU_581.3","Obstructive and reflux uropathy",11,"Genitourinary","Both",0,0,581.3
"GU_581.31","Hydronephrosis",11,"Genitourinary","Both",0,1,581.31
"GU_581.32","Hydroureter",11,"Genitourinary","Both",0,1,581.32
"GU_581.33","Stricture or kinking of ureter",11,"Genitourinary","Both",0,1,581.33
"GU_581.34","Vesicoureteral reflux",11,"Genitourinary","Both",0,1,581.34
"GU_581.35","Chronic pyelonephritis",11,"Genitourinary","Both",0,1,581.35
"GU_581.4","Drug & heavy metal induced*",11,"Genitourinary","Both",1,1,581.4
"GU_581.5","Interstial nephritis related to specific systemic diseases",11,"Genitourinary","Both",0,1,581.5
"GU_582","Renal failure",11,"Genitourinary","Both",0,0,582
"GU_582.1","Acute kidney failure",11,"Genitourinary","Both",0,1,582.1
"GU_582.2","Chronic kidney disease",11,"Genitourinary","Both",0,0,582.2
"GU_582.21","End stage renal disease [CDK, stage 5]",11,"Genitourinary","Both",0,1,582.21
"GU_582.3","Renal dialysis",11,"Genitourinary","Both",0,1,582.3
"GU_585","Kidney stone disease",11,"Genitourinary","Both",0,0,585
"GU_585.1","Renal colic",11,"Genitourinary","Both",0,1,585.1
"GU_586","Other disorders of the kidney and ureters",11,"Genitourinary","Both",0,0,586
"GU_586.1","Small kidney",11,"Genitourinary","Both",0,1,586.1
"GU_586.2","Cyst of kidney",11,"Genitourinary","Both",0,1,586.2
"GU_586.3","Ischemia and infarction of kidney",11,"Genitourinary","Both",0,1,586.3
"GU_586.4","Hypertrophy of kidney",11,"Genitourinary","Both",0,1,586.4
"GU_586.5","Renal sclerosis, unspecified",11,"Genitourinary","Both",0,1,586.5
"GU_586.6","Nephroptosis",11,"Genitourinary","Both",0,1,586.6
"GU_586.7","Megaloureter*",11,"Genitourinary","Both",1,1,586.7
"GU_588","Disorders and findings from impaired renal function",11,"Genitourinary","Both",0,0,588
"GU_588.1","Disorders resulting from impaired renal function",11,"Genitourinary","Both",0,0,588.1
"GU_588.11","Renal osteodystrophy",11,"Genitourinary","Both",0,1,588.11
"GU_588.12","Nephrogenic diabetes insipidus",11,"Genitourinary","Both",0,1,588.12
"GU_588.2","Abnormal results of function study of kidney",11,"Genitourinary","Both",0,1,588.2
"GU_591","Urinary tract infection [UTI]",11,"Genitourinary","Both",0,1,591
"GU_592","Cystitis and urethritis",11,"Genitourinary","Both",0,0,592
"GU_592.1","Cystitis",11,"Genitourinary","Both",0,0,592.1
"GU_592.11","Acute cystitis",11,"Genitourinary","Both",0,1,592.11
"GU_592.12","Chronic cystitis",11,"Genitourinary","Both",0,1,592.12
"GU_592.2","Urethritis",11,"Genitourinary","Both",0,0,592.2
"GU_592.21","Urethral syndrome",11,"Genitourinary","Both",0,1,592.21
"GU_592.3","Urethral stricture due to infecton",11,"Genitourinary","Both",0,1,592.3
"GU_593","Hematuria",11,"Genitourinary","Both",0,0,593
"GU_593.1","Gross hematuria",11,"Genitourinary","Both",0,1,593.1
"GU_593.2","Microscopic hematuria",11,"Genitourinary","Both",0,1,593.2
"GU_593.3","Recurrent and persistent hematuria*",11,"Genitourinary","Both",1,1,593.3
"GU_594","Abnormality of urination",11,"Genitourinary","Both",0,0,594
"GU_594.1","Retention of urine",11,"Genitourinary","Both",0,1,594.1
"GU_594.2","Dysuria",11,"Genitourinary","Both",0,1,594.2
"GU_594.3","Urinary incontinence and enuresis",11,"Genitourinary","Both",0,0,594.3
"GU_594.31","Urge incontinence",11,"Genitourinary","Both",0,1,594.31
"GU_594.32","Stress incontinence",11,"Genitourinary","Both",0,1,594.32
"GU_594.33","Nocturnal enuresis",11,"Genitourinary","Both",0,1,594.33
"GU_594.4","Frequency of urination and polyuria",11,"Genitourinary","Both",0,0,594.4
"GU_594.41","Nocturia",11,"Genitourinary","Both",0,1,594.41
"GU_594.5","Oliguria and anuria",11,"Genitourinary","Both",0,1,594.5
"GU_594.6","Urinary urgency",11,"Genitourinary","Both",0,1,594.6
"GU_596","Other disorders of bladder",11,"Genitourinary","Both",0,0,596
"GU_596.1","Bladder neck obstruction",11,"Genitourinary","Both",0,1,596.1
"GU_596.2","Overactive bladder",11,"Genitourinary","Both",0,1,596.2
"GU_596.3","Diverticulum of bladder",11,"Genitourinary","Both",0,1,596.3
"GU_596.4","Vesical fistula",11,"Genitourinary","Both",0,1,596.4
"GU_596.5","Neuromuscular dysfunction of bladder",11,"Genitourinary","Both",0,1,596.5
"GU_597","Other disorders of urethra and urinary tract",11,"Genitourinary","Both",0,0,597
"GU_597.1","Urethral stricture",11,"Genitourinary","Both",0,1,597.1
"GU_597.2","Muscular disorders of urethra [Detrusor sphincter dyssynergia]",11,"Genitourinary","Both",0,1,597.2
"GU_597.3","Urethral fistula",11,"Genitourinary","Both",0,1,597.3
"GU_597.4","Urethral diverticulum",11,"Genitourinary","Both",0,1,597.4
"GU_597.5","Urethral caruncle",11,"Genitourinary","Both",0,1,597.5
"GU_597.6","Urethral false passage",11,"Genitourinary","Both",0,1,597.6
"GU_597.8","Urethral hypermobility/ISD",11,"Genitourinary","Both",0,1,597.8
"GU_598","Abnormal findings on radiological and other examination of genitourinary organs",11,"Genitourinary","Both",0,1,598
"GU_599","Other symptoms/disorders or the urinary system",11,"Genitourinary","Both",0,0,599
"GU_599.7","Urethral discharge",11,"Genitourinary","Both",0,1,599.7
"GU_602","Disorders of prostate",11,"Genitourinary","Male",0,0,602
"GU_602.1","Benign prostatic hyperplasia",11,"Genitourinary","Male",0,1,602.1
"GU_602.2","Cyst of prostate",11,"Genitourinary","Male",0,1,602.2
"GU_602.3","Dysplasia of prostate",11,"Genitourinary","Male",0,1,602.3
"GU_602.4","Elevated prostate specific antigen [PSA]",11,"Genitourinary","Male",0,1,602.4
"GU_602.5","Inflammatory diseases of prostate",11,"Genitourinary","Male",0,0,602.5
"GU_602.51","Prostatitis",11,"Genitourinary","Male",0,0,602.51
"GU_602.511","Acute prostatitis",11,"Genitourinary","Male",0,1,602.511
"GU_602.512","Chronic prostatitis",11,"Genitourinary","Male",0,1,602.512
"GU_603","Disorders of testis",11,"Genitourinary","Male",0,0,603
"GU_603.1","Hydrocele",11,"Genitourinary","Male",0,1,603.1
"GU_603.2","Spermatocele",11,"Genitourinary","Male",0,1,603.2
"GU_603.3","Torsion of testis",11,"Genitourinary","Male",0,1,603.3
"GU_603.4","Atrophy of testis",11,"Genitourinary","Male",0,1,603.4
"GU_603.5","Orchitis and epididymitis",11,"Genitourinary","Male",0,1,603.5
"GU_603.6","Scrotal pain*",11,"Genitourinary","Both",1,1,603.6
"GU_604","Disorders of penis",11,"Genitourinary","Male",0,0,604
"GU_604.1","Redundant prepuce and phimosis",11,"Genitourinary","Male",0,1,604.1
"GU_604.3","Peyronie's disease",11,"Genitourinary","Male",0,1,604.3
"GU_604.4","Priapism",11,"Genitourinary","Male",0,1,604.4
"GU_604.5","Balanoposthitis",11,"Genitourinary","Male",0,1,604.5
"GU_605","Male sexual dysfuction",11,"Genitourinary","Male",0,0,605
"GU_605.1","Male erectile dysfunction*",11,"Genitourinary","Male",1,1,605.1
"GU_605.2","Ejaculatory dysfunction",11,"Genitourinary","Male",0,1,605.2
"GU_608","Other disorders of male genital organs",11,"Genitourinary","Male",0,1,608
"GU_609","Male infertility",11,"Genitourinary","Male",0,0,609
"GU_609.1","Azoospermia",11,"Genitourinary","Male",0,1,609.1
"GU_609.2","Oligospermia",11,"Genitourinary","Male",0,1,609.2
"GU_610","Benign mammary dysplasias",11,"Genitourinary","Female",0,0,610
"GU_610.1","Cystic mastopathy",11,"Genitourinary","Female",0,1,610.1
"GU_610.2","Fibroadenosis of breast",11,"Genitourinary","Female",0,1,610.2
"GU_610.3","Fibrosclerosis of breast",11,"Genitourinary","Female",0,1,610.3
"GU_610.5","Mammary duct ectasia",11,"Genitourinary","Female",0,1,610.5
"GU_612","Other nonmalignant breast conditions",11,"Genitourinary","Female",0,0,612
"GU_612.1","Inflammatory disease of breast",11,"Genitourinary","Female",0,1,612.1
"GU_612.2","Breast conditions, congenital or relating to hormones",11,"Genitourinary","Female",0,0,612.2
"GU_612.21","Galactorrhea",11,"Genitourinary","Female",0,1,612.21
"GU_612.22","Hypertrophy of breast (Gynecomastia)",11,"Genitourinary","Both",0,1,612.22
"GU_612.23","Breast hypoplasia",11,"Genitourinary","Female",0,1,612.23
"GU_612.5","Mastodynia",11,"Genitourinary","Female",0,1,612.5
"GU_612.7","Other signs and symptoms in breast",11,"Genitourinary","Female",0,1,612.7
"GU_612.8","Other specified disorders of breast",11,"Genitourinary","Female",0,1,612.8
"GU_614","Inflammatory diseases of female pelvic organs",11,"Genitourinary","Female",0,0,614
"GU_614.1","Pelvic peritoneal adhesions, female (postoperative) (postinfection)",11,"Genitourinary","Female",0,1,614.1
"GU_614.3","Pelvic inflammatory disease (PID)",11,"Genitourinary","Female",0,0,614.3
"GU_614.31","Acute inflammatory pelvic disease",11,"Genitourinary","Female",0,1,614.31
"GU_614.32","Chronic inflammatory pelvic disease",11,"Genitourinary","Female",0,1,614.32
"GU_614.4","Inflammatory diseases of uterus, except cervix",11,"Genitourinary","Female",0,1,614.4
"GU_614.5","Inflammatory disease of cervix, vagina, and vulva",11,"Genitourinary","Female",0,0,614.5
"GU_614.51","Cervicitis and endocervicitis",11,"Genitourinary","Female",0,1,614.51
"GU_614.52","Vaginitis and vulvovaginitis",11,"Genitourinary","Female",0,1,614.52
"GU_614.53","Cyst or abscess of Bartholin's gland",11,"Genitourinary","Female",0,1,614.53
"GU_614.54","Abscess or ulceration of vulva",11,"Genitourinary","Female",0,1,614.54
"GU_614.55","Candidiasis of vulva and vagina",11,"Genitourinary","Both",0,1,614.55
"GU_615","Endometriosis",11,"Genitourinary","Female",0,1,615
"GU_616","Disorders of uterus, except cervix",11,"Genitourinary","Female",0,0,616
"GU_616.1","Endometrial hyperplasia",11,"Genitourinary","Female",0,1,616.1
"GU_616.2","Hypertrophy of uterus",11,"Genitourinary","Female",0,1,616.2
"GU_616.3","Malposition of uterus",11,"Genitourinary","Female",0,1,616.3
"GU_616.4","Intrauterine synechiae",11,"Genitourinary","Female",0,1,616.4
"GU_617","Noninflammatory disorders of cervix",11,"Genitourinary","Female",0,0,617
"GU_617.1","Incompetence of cervix uteri",11,"Genitourinary","Female",0,1,617.1
"GU_617.2","Erosion and ectropion of cervix",11,"Genitourinary","Female",0,1,617.2
"GU_617.3","Stricture and stenosis of cervix",11,"Genitourinary","Female",0,1,617.3
"GU_618","Noninflammatory disorders of vagina",11,"Genitourinary","Female",0,0,618
"GU_618.1","Stricture and atresia of vagina",11,"Genitourinary","Female",0,1,618.1
"GU_618.3","Atrophic vaginitis",11,"Genitourinary","Female",0,1,618.3
"GU_619","Noninflammatory disorders of ovary, fallopian tube, and broad ligament",11,"Genitourinary","Female",0,0,619
"GU_619.1","Torsion of ovary",11,"Genitourinary","Female",0,1,619.1
"GU_619.2","Ovarian cyst",11,"Genitourinary","Female",0,0,619.2
"GU_619.21","Follicular cyst of ovary",11,"Genitourinary","Female",0,1,619.21
"GU_619.22","Corpus luteum cyst or hematoma",11,"Genitourinary","Female",0,1,619.22
"GU_619.23","Polycystic ovary syndrome",11,"Genitourinary","Female",0,1,619.23
"GU_620","Noninflammatory disorders of vulva and perineum",11,"Genitourinary","Female",0,1,620
"GU_621","Dysplasia of female genital organs",11,"Genitourinary","Female",0,0,621
"GU_621.1","Dysplasia of cervix",11,"Genitourinary","Female",0,1,621.1
"GU_622","Polyp of female genital organs",11,"Genitourinary","Female",0,0,622
"GU_622.1","Polyp of corpus uteri",11,"Genitourinary","Female",0,1,622.1
"GU_622.2","Mucous polyp of cervix",11,"Genitourinary","Female",0,1,622.2
"GU_623","Pelvic organ prolapse and fistulas",11,"Genitourinary","Female",0,0,623
"GU_623.1","Uterine/Uterovaginal prolapse",11,"Genitourinary","Female",0,1,623.1
"GU_623.5","Pelvic muscle wasting",11,"Genitourinary","Female",0,1,623.5
"GU_623.6","Vaginal enterocele, congenital or acquired",11,"Genitourinary","Female",0,1,623.6
"GU_623.8","Fistula involving female genital tract",11,"Genitourinary","Female",0,1,623.8
"GU_624","Symptoms involving female genital tract",11,"Genitourinary","Female",0,0,624
"GU_624.1","Dystrophy of female genital tract",11,"Genitourinary","Female",0,1,624.1
"GU_624.2","Acquired atrophy of ovary and fallopian tube",11,"Genitourinary","Female",0,1,624.2
"GU_625","Pain and other symptoms associated with female genital organs",11,"Genitourinary","Female",0,0,625
"GU_625.1","Dyspareunia",11,"Genitourinary","Female",0,1,625.1
"GU_625.2","Postcoital bleeding",11,"Genitourinary","Female",0,1,625.2
"GU_625.3","Vulvodynia",11,"Genitourinary","Female",0,1,625.3
"GU_625.4","Vaginismus",11,"Genitourinary","Female",0,1,625.4
"GU_626","Disorders of menstruation and other abnormal bleeding from female genital tract",11,"Genitourinary","Female",0,0,626
"GU_626.1","Irregular menstrual cycle/bleeding",11,"Genitourinary","Female",0,0,626.1
"GU_626.11","Oligomenorrhea",11,"Genitourinary","Female",0,0,626.11
"GU_626.111","Amenorrhea",11,"Genitourinary","Female",0,1,626.111
"GU_626.13","Irregular menstrual cycle",11,"Genitourinary","Female",0,1,626.13
"GU_626.16","Excessive menstruation",11,"Genitourinary","Female",0,1,626.16
"GU_626.2","Dysmenorrhea",11,"Genitourinary","Female",0,1,626.2
"GU_626.3","Mittelschmerz",11,"Genitourinary","Female",0,1,626.3
"GU_626.4","Hematometra and hematocolpos",11,"Genitourinary","Female",0,1,626.4
"GU_627","Menopausal and postmenopausal disorders",11,"Genitourinary","Female",0,0,627
"GU_627.1","Postmenopausal bleeding",11,"Genitourinary","Female",0,1,627.1
"GU_627.2","Symptomatic menopause",11,"Genitourinary","Female",0,1,627.2
"GU_629","Female infertility",11,"Genitourinary","Female",0,0,629
"GU_629.1","Female infertility associated with anovulation",11,"Genitourinary","Female",0,1,629.1
"DE_660","Infection of the skin",12,"Dermatological","Both",0,0,660
"DE_660.1","Fungal infection of the skin",12,"Dermatological","Both",0,0,660.1
"DE_660.11","Candidiasis of skin and nails",12,"Dermatological","Both",0,1,660.11
"DE_660.12","Dermatophytosis",12,"Dermatological","Both",0,0,660.12
"DE_660.121","Dermatophytosis of scalp and beard",12,"Dermatological","Both",0,1,660.121
"DE_660.122","Dermatophytosis of nail",12,"Dermatological","Both",0,1,660.122
"DE_660.123","Dermatophytosis of foot [Athelet's foot]",12,"Dermatological","Both",0,1,660.123
"DE_660.124","Dermatophytosis of the body",12,"Dermatological","Both",0,1,660.124
"DE_660.13","Pityriasis versicolor",12,"Dermatological","Both",0,1,660.13
"DE_660.2","Bacterial infection of the skin",12,"Dermatological","Both",0,0,660.2
"DE_660.21","Impetigo",12,"Dermatological","Both",0,1,660.21
"DE_660.22","Staphylococcal scalded skin syndrome [Ritter's disease]",12,"Dermatological","Both",0,1,660.22
"DE_660.23","Cutaneous erysipeloid",12,"Dermatological","Both",0,1,660.23
"DE_660.4","Carbuncle and furuncle",12,"Dermatological","Both",0,1,660.4
"DE_660.6","Cellulitis and abscess",12,"Dermatological","Both",0,1,660.6
"DE_661","Viral exanthemata NOS",12,"Dermatological","Both",0,1,661
"DE_662","Rosacea",12,"Dermatological","Both",0,1,662
"DE_663","Bullous disorders",12,"Dermatological","Both",0,0,663
"DE_663.1","Pemphigus",12,"Dermatological","Both",0,0,663.1
"DE_663.11","Pemphigus vulgaris*",12,"Dermatological","Both",1,1,663.11
"DE_663.12","Pemphigus foliaceous*",12,"Dermatological","Both",1,1,663.12
"DE_663.2","Pemphigoid",12,"Dermatological","Both",0,1,663.2
"DE_663.3","Dermatitis herpetiformis",12,"Dermatological","Both",0,1,663.3
"DE_663.4","Subcorneal pustular dermatosis",12,"Dermatological","Both",0,1,663.4
"DE_663.6","Acantholytic Disorders*",12,"Dermatological","Both",1,1,663.6
"DE_664","Papulosquamous disorders",12,"Dermatological","Both",0,0,664
"DE_664.1","Lichen planus, nitidus, or striatus",12,"Dermatological","Both",0,1,664.1
"DE_664.2","Pityriasis",12,"Dermatological","Both",0,1,664.2
"DE_664.3","Parapsoriasis",12,"Dermatological","Both",0,1,664.3
"DE_664.4","Psoriasis",12,"Dermatological","Both",0,0,664.4
"DE_664.41","Psoriasis vulgaris*",12,"Dermatological","Both",1,1,664.41
"DE_664.42","Psoriatic arthropathy",12,"Dermatological","Both",0,1,664.42
"DE_665","Erythema nodosum",12,"Dermatological","Both",0,1,665
"DE_666","Urticaria",12,"Dermatological","Both",0,0,666
"DE_666.1","Allergic urticaria",12,"Dermatological","Both",0,1,666.1
"DE_666.2","Idiopathic urticaria",12,"Dermatological","Both",0,1,666.2
"DE_666.3","Urticaria due to cold and heat",12,"Dermatological","Both",0,1,666.3
"DE_666.4","Dermatographic urticaria",12,"Dermatological","Both",0,1,666.4
"DE_666.5","Vibratory urticaria",12,"Dermatological","Both",0,1,666.5
"DE_666.6","Cholinergic urticaria",12,"Dermatological","Both",0,1,666.6
"DE_667","Erythematous conditions",12,"Dermatological","Both",0,0,667
"DE_667.1","Erythema multiforme",12,"Dermatological","Both",0,1,667.1
